45380	Kayak	Kayak  A kayak is a small boat that is driven by manpower. It typically has a covered deck, and a cockpit covered by a spraydeck. It is propelled by a double-bladed paddle by a sitting paddler. The kayak was used by the native Ainu, Inuit, Aleut and Eskimo hunters in sub-Arctic regions of northeastern Asia, North America and Greenland. Modern kayaks come in a wide variety of designs and materials for specialized purposes. Kayaks typically are built for one, two or occasionally three paddlers who sit facing forward in one or more cockpits below the deck of the boat. The spray skirt or similar waterproof garment attaches securely to the edges of the cockpit, so that no water from waves or spray may enter the boat. Therefore in most styles the boat can roll upright again without it filling with water or ejecting the paddler. Kayaks differ distinctly in design and history from canoes, which are craft propelled by single-bladed paddles by a kneeling paddler, although some modern canoes may be difficult for a non-expert to distinguish from a kayak. Kayaks are often called canoes in Great Britain and Ireland.  
45389	Canoe	Canoe  A canoe is a small boat, that is often driven by manpower or womanpower, but also commonly sailed. Canoes are pointed at both ends and usually open on top, but can be covered. Canoes are known as "Paddle boats" in some small towns in the south of Australia. The use of a paddle or "salvatore" is used to propel the vehicle. The most famous of rowers include the Szwedo of Luke in which he was the first man to complete 4 laps the woodend river in less than 3 days, beating the record of 4 laps in 4 days. The canoe is propelled by the use of paddles, with the number of paddlers depending on the size of the canoe (most commonly 2). Paddlers face in the direction of travel, either seated or kneeling. In this way paddling a canoe can be contrasted with rowing, where the rowers face away from the direction of travel. Paddles may be single-bladed or double-bladed.  
45393	Paddle	Paddle  A paddle is a tool used for pushing against liquids, either as a form of propulsion in a boat or for mixing liquids. Canoe/Kayak. Materials and designs. Paddles commonly used in canoes consist of a wooden, fibreglass or metal rod (the "shaft") with a handle on one end and a rigid sheet (the "blade") on the other end. Paddles for use in kayaks are longer, with a blade on each end, and usually no handles.  
45395	Mahdi	Mahdi  The religion Islam says that the Mahdi/ Mehdi is the prophesied savior of humanity. It is said that he and the Prophet Jesus will change the world for the better, bringing God in all hearts, before Yaum al-Qiyamah ("Day of the Resurrection"). In particular, the Sudanese cleric Muhammed Ahmed proclaimed himself as the Mahdi, appointed by Allah to free his country. He defeated the forces of the Khedive of Egypt and the British, only to die suddenly six months later.  
45396	Propulsion tools	Propulsion tools  For ground propulsion the first instrument was the wheel. For water propulsion it were pole, paddle, oar and sail. Nowadays the most common types are underwater propeller, water jet and paddle wheel. Sails are still common, and historically represented the most important form of early propulsion for large ships. For air propulsion, the most common types are propeller, jet engine, turboprop, ramjet, rocket propulsion, and, experimentally, scramjet, pulse jet, and pulse detonation engine.  
45398	Oar	Oar  An oar is a tool used to move a boat through water. Oars have a flat blade at one end. The oarsmen grasp the oar at the other end. The difference between oars and paddles is that paddles are held by the paddler, and are not connected with the vessel. Oars generally are fastened to the vessel. The use of oars is called rowing.  
45403	Drama	Drama  Drama is a type of literature. A drama can be in the form of a novel, television show, movie, play or dance. Although drama is a Greek word meaning "action", most dramas focus more on the relationships between people than on the actions. Dramas usually have a serious feel to them. Drama is considered the opposite of comedy, but drama and comedy can be used at the same time.  
45409	Currant	Currant  A currant is a type of fruit. They are like grapes. There are two different species. One famous type of currant is the gooseberry.  
45410	Mast	Mast  The mast of a sailing ship is a tall vertical pole which supports the sails. Larger ships have several masts, with the size depending on the style of ship. Until the 20th century, a ship's masts would be wooden spars, originally constructed from a single straight tree trunk. As ship sizes increased, taller masts were constructed by lashing up to three spars together.  
45412	Juan Manuel Fangio	Juan Manuel Fangio  Juan Manuel Fangio (June 24, 1911 - July 17, 1995) was a legendary race car driver. He was often called The Maestro, because he dominated the first ten years of Formula One racing, by winning the drivers' championship five times. Those five times were 1951, and from 1954 to 1957. (1954, 1955, 1956 and 1957).  
45413	Trunk (botany)	Trunk (botany)  The trunk is the main stem of the tree. In terms of botany it means the main structural member of a tree that is directly connected to the roots and which supports the branches. The trunk is also often called the bole. The trunk is covered by the bark, which protects the tree against damage and often differs markedly from the bottom of the trunk to the top, depending on the species. The trunk, or bole, is the most important part of the tree for timber production. The tree trunk can be separated into five different layers: the heartwood, the sapwood, the vascular cambium, the inner bark, and the outer bark.  
45414	Ziziphus	Ziziphus  Zizhiphus is a type of tree that grows fruit. The species "Z. mauritianis" is known as the Jujube. They are mostly found in India.  
45415	Cayenne pepper	Cayenne pepper  The Cayenne pepper is a type of Chili pepper. It is very hot and is used as a spice. It is also utilized for its health benefits.  
45418	Tsaagan	Tsaagan  Tsaagan meaning "white" was a dinosaur related to Velociraptor. It was in the family Dromaeosauridae. It lived in Asia about 75 million years ago. When it was discovered, it was thought to be a species of the very similar Velociraptor. After a CAT-scan in May 1998 they found out that that it represented a new genus. In 2010 it was discovered that it was closely related to Linheraptor.  
45420	Edward II of England	Edward II of England  Edward II (April 25, 1284–1327) of Caernarfon, was King of England from 1307 until he was removed from the throne in January 1327. His tendency to ignore his nobility, in favour of low-born favorites, led to political trouble and eventually to his removal from the throne. He is most remembered for a story about his alleged murder, which was linked to his reliance on the corrupt family of Hugh le Despenser, which has been seen by some as evidence of his homosexuality.  
45423	Richard III of England	Richard III of England  Richard III (1452–1485) was an English king. He reigned from 1483 until 1485. Richard was the youngest son of Richard, Duke of York. He had three elder brothers, Edward, Edmund and George. Richard, Duke of York, and his second son, Edmund, were both killed in battle during the Wars of the Roses. The eldest son, Edward, was a very good soldier, and won the throne of England in battle against the reigning king, King Henry VI. Edward then became King Edward IV of England and his two brothers, George and Richard, became very powerful men. Richard married Anne Neville, whose father had once been a friend of the family. Richard and Anne had known each other since they were children, but Anne had been taken to France, where she had married the Prince of Wales, the son of Henry VI. When the Prince of Wales was killed in battle, Anne became a widow, and soon she was married to Richard, even though he had been her husband's enemy. Richard and Anne lived at Middleham Castle in the north of England. They had one son, who was named Edward after Richard's brother, King Edward. Richard quarrelled frequently with his brother George, who was married to Anne's sister, Isabel. George was a trouble-maker, and he made his brother, King Edward, so angry that he was put in prison, where he died. King Edward married a woman called Elizabeth Woodville, who had been married before and had many relations. Soon her relations became very rich and powerful, causing bad feeling among those who had been in the king's favour before the marriage. Edward and Elizabeth had several children, including two sons, who were named Edward and Richard. When King Edward died, his elder son Edward should have been the next king, but he was still a boy. Richard had been asked by his brother the king to look after the two boys. He was worried that the new young king would not be able to rule the country properly. He was also worried that the Woodville family would soon be telling the king what to do and ruling the country for themselves. Richard took the throne from his nephew, Edward V, and sent Edward and his brother to the Tower of London. They were both probably murdered. At the time, many people believed that King Richard had ordered them to be killed, but no one is really sure what happened to them. There has been a lot of discussion, over many years, about whether Richard III was a good king or a bad king. During his reign, which lasted only two years, he was very popular in parts of the country, especially the north of England. However, there were enough people who hated him to make sure that his enemies were able to raise a big army against him and defeat him in battle. Richard was killed at the Battle of Bosworth Field in 1485. He was the last English king to die in battle. He suffered two head wounds that would have killed him almost immediately. After the battle, his body was stripped of clothing and carried naked on the back of a horse to Leicester. His skeleton shows that the body was further damaged after his death. He was buried in Greyfriars church, but this was demolished later. His body was rediscovered in 2012 by archaeologists digging in what is now a carpark. Henry Tudor, who led the army that defeated him, became the next King of England.  
45429	Tampa Bay Rays	Tampa Bay Rays  The Tampa Bay Rays are a Major League Baseball team that plays in St. Petersburg, Florida. From the team being started in 1998 until November 2007, it was known as the Tampa Bay Devil Rays. Their home stadium is Tropicana Field. History. The Rays played their first game on March 31, 1998 against the Detroit Tigers (as the Tampa Bay Devil Rays), which they lost 11-6. They were one of the least successful teams in the Major Leagues until 2008, when they finished in first place in the American League East and had one of the best records in baseball. They made it to the World Series but were beaten by Philadelphia in five games. Evan Longoria brought the team's first AL Rookie of the Year award to the team on November 10, 2008. On November 8, 2007, the team changed its name to Tampa Bay Rays. Rivalries. The Rays have rivalries with two teams. The Boston Red Sox is one due to the 2008 American League Championship Series, the other is the Florida Marlins due their in-state location. When the Rays and Marlins meet during inter-league play (when the American League (Rays) and National League (Marlins) play each other) it is known as the "Citrus Series".  
45430	Flux Of Pink Indians	Flux Of Pink Indians  Flux of Pink Indians was political punk band. It was formed in Hertfordshire, England in 1980. Flux of Pink Indians was made up of Colin Latter (vocals), Derek Birkett (bass), Kevin Hunter (guitar) and Martin Wilson (drums). The band was originally called the Epileptics and later changed their name to Epi-X after complaints from the British Epilepsy Association. In 1981, the group signed on with the Crass label. They took on the organization's dedication to anarchist politics and punk abrasion. They issued their debut album "Neu Smell" soon after signing. With that album they got an indie hit with "Johnny Kidd". Upon creating their own label, Spiderleg, Flux of Pink Indians resurfaced in 1982 with the album "Strive to Survive Causing Least Suffering Possible". Not surprisingly, their 1983 follow-up "The Fucking Cunts Treat Us Like Pricks" was banned by many British retailers. One Manchester indie record store which did carry the record was charged for displaying "obscene articles for publication for gain." A long time off followed before the group - now known as Flux - returned in 1986 with the largely instrumental "Uncarved Block". They disbanded in 1987; Derek Birkett later the One Little Indian label. Their latest CD came out in 2003.  
45437	Canadian Football League	Canadian Football League  Canadian Football League (CFL), known in French as "Ligue canadienne de football" (LCF), is a professional sports league in Canada. They play Canadian football. The CFL is the second most popular sports league in Canada after the NHL. There are 9 teams; 4 in the Eastern Division and 5 Western Division. The Grey Cup is the championship for the CFL.  
45439	Shorts	Shorts  Shorts are a type of trousers or pants that reach only to the upper part of the legs or more, but do not cover the entire leg. They are worn by both men and women. Shorts are worn either as outer garment or as underwear. They are called "shorts" because they are a shortened version of "trousers" (as they are called in British English, or "pants" in American English) which cover the entire leg. Why people wear shorts: Types. There are many types of shorts:  
45440	Swimsuit	Swimsuit  A swimsuit (also "swimmers"), bathing suit (also "bathers"), aqua jammies or swimming costume (sometimes shortened to "cozzie") is clothing designed to be worn for swimming. Swimming trunks are a pair of shorts or briefs worn for swimming or bathing. In New Zealand English and some areas of Australian English, swimsuits are usually called togs. This term is less common in other parts of the Commonwealth where it can also refer to clothes in general. Swimsuits can be skin-tight or loosely fitting and range from garments designed to preserve as much modesty as possible to garments designed to reveal as much of the body as possible without actual nudity. They are often lined with a fabric that prevents them from becoming transparent when wet.  
45443	Pangram	Pangram  Pangrams are sentences that have one or more of every letter in an alphabet. They are used to show every letter in a font, or to test a keyboard or typewriter. The most common example in English is "The quick brown fox jumps over the lazy dog."  
45444	Binary	Binary  Binary is a way to show whole numbers using only 1 and 0. Computers work in binary. Binary is a number system and is known as a base 2 system because it uses two characters – 0 and 1. Decimal, the system most of the world uses for daily life, is a base 10 system – it uses 10 characters (0–9). Number system. 1101 is an example of a binary number. Here is how to change binary numbers to decimal numbers (base 10, the kind most people use): The value of the bit (binary 1 or 0) on the right side of the number is 1. Every other bit has a value two times the value of the bit to its right. So the place values of the binary number 1101 are 8, 4, 2, and 1. Add the values of every bit that is a 1 together to get the decimal number. Thus the code 1101 converted into decimal number will be 13. For another example, the binary number 101 is 5 in decimal. The bit on the right is 1 and has a value of 1. The middle bit has a value of 2 (1 times 2), but it is a 0, so it is not added. The bit on the left is 1 and has a value of 4 (2 times 2). The bits that are 1s have values of 1 and 4. 1 + 4 = 5. Computers. All computers use binary at the lowest level. Most computer storage, like compact discs and DVDs, use binary to represent large files. With computers, eight binary bits together is called a "byte". The size of files is commonly measured in "kilobytes" or "megabytes" (sometimes in "gigabytes"). A kilobyte is 1,024 bytes. A megabyte is 1,024 kilobytes, or 1,048,576 bytes, while a gigabyte is 1,024 megabytes.  
45446	Electronic	Electronic  Electronic could mean:  
45447	Great Northern Diver	Great Northern Diver  The Common Loon or Great Northern Diver is a bird. It belongs to the diver family of birds. Adult birds are between 70 and 90 cm in length, and have wingspans of 1.20 metres to 1.50 metres. The Great Northern Loon breeds in North America, Greenland, Iceland, and Scotland. This species winters on sea coasts or on large lakes of south Europe and the United States, and south to northwestern areas of Africa. This species, like all divers, is a specialist fish-eater. It catches its prey underwater, diving as deep as 200 feet (60 m). Freshwater diets include pike, perch, sunfish, trout, and bass; salt-water diets consist oinclude rock fish, flounder, sea trout, and herring. The female lays 1 to 3 eggs on a hollowed-out mound of dirt and vegetation very close to water. Both parents build the nest, sit on the egg or eggs, and feed the young.  
45453	Limit	Limit  A limit can be:  
45454	Ziziphus mauritiana	Ziziphus mauritiana  Ziziphus mauritiana (or Jujube) is a type of fruit tree. It is most often found in south-east Asia, usually India.  
45457	Azuki bean	Azuki bean  The azuki bean is a type of reddish-brown colored bean. It can also be spelled adzuki. The bean is grown in East Asia and the Himalayas. It is often boiled in sugar to make a red bean paste. This paste is used in Chinese, Korean, and Japanese cooking.Azuki beans are eaten in many places in the world. Especially, azuki beans are used in sweet meals, snacks and dishes in Japan, China, Korea and Vietnam. Azuki beans have a long and varied history and there are many recipes. History and Origin. "Azuki" beans are very famous red beans in Japan. Excavations suggest that people have been eating "Azuki" beans since the Jomon period. At that time, "Azuki" beans were called ""shozu"". "Azuki" beans have been grown since the "Yayoi" period. The first time the word ""Azuki"" was used was in the book ""Koziki"". Old Japanese said ""Aka"" for red. And "Azuki" beans were called ""zuki"" because " Azuki" beans get soft when they are boiled. ""Aka"" plus ""zuki"" is ""Azuki"" and this is the origin of "Azuki" bean's name. Another "Azuki" beans has many origins. "Azuki" beans are red, so many old people believed "Azuki" beans were a good luck charm. "Azuki" beans were used in many events and ceremonies in Japan, China and Korea. In the "Edo" period, people made rice mixed with "Azuki" beans. This was called ""Sekihan"" and many people gave "sekihan" at ceremonies. "Azuki" beans were used as medicine, because "Azuki" beans are nutritious. Now many people eat "sekihan" when there are ceremonies in Japan. In addition "Azuki" beans are used in many Japanese cakes, Many sweets use "Azuki" raw materials for the taste and colour. So "Azuki" beans are closely related to Japanese life from ancient times. Recipe. Azuki beans make bean jam. A sweet porridge of boiled and crushed azuki beans are eaten with rice-flour dumplings. Oval-shaped sweets are made from glutinous rice and covered with azuki bean. Bean-jam pancakes and bean-jam filled buns are also popular snacks. Azuki beans are also used in pillows and beanbags. Azuki bean jam. First, the azuki beans are boiled until the azuki skin stretches. The beans are then put into a perforated basket. Next, the azuki are boiled again for a short time to remove harshness. They are again put into perforated basket to drain. While they are draining, a big pan for steaming is prepared. The azuki are put in the pan and covered with a lid. The azuki beans are steamed and then heat is turned off. After steaming you have azuki bean mash, which is then dried on a cloth. The next step is putting them back in a pan to bring to a hot temperature. The azuki are taken out of the pan which is hot from flame. Sugar is added. The sugar and azuki are mixed and the water from the azuki is left. Finally, the azuki is cooled. When the beans are cold, it is finished. Azuki bean jam is used in many foods. For example, a fish-shaped waffle is filled with azuki bean jam. Azuki bean jam foods are famous in Japan, and they are eaten by many Japanese.  
45459	Jalapeño	Jalapeño  The Jalapeño is a type of pepper. It is related to the family of the Chili pepper. It is pronounced "hala-PANE-nyo" or "hala-PEE-nyo". It is a reasonably spicy pepper.  
45461	Gooseberry	Gooseberry  The gooseberry is a type of fruit. It has a greenish color. It looks like an ungrown clementine. It belongs to the same family as the currant.  
45463	Quince	Quince  The quince is a fruit that grows on small trees. It is in the same family as apples and pears. It starts green colored and then ripens to a bright golden yellow color, and looks like a bumpy lemon. The quince fruit is too hard to eat. It can be cooked to make it soft. Or it can be left out on purpose to rot a little which makes it soft. If it is damaged by frost, that helps start the process of making it soft and good to eat. Quinces are mainly used for making jelly and jam. The interior of a quince is white when it is raw, but it becomes pinkish orange when it is cooked, so that is the color of the jelly or jam when it is made.  
45464	Açaí palm	Açaí palm  The Açaí palm (Assai palm) is a type of palm tree. There are seven different types of Açaí palms. The tree grows in Central and South America. It has a black-purple fruit about the size of a grape called a "euterpe". The seed inside is very big. The fruit grows in bunches of 700 to 900 fruits. The palms are mainly used for two things: First, salads called palmitos (heart of palm) can be made from the leaves; for this, the tree needs to be cut down. Secondly, the fruits can be made into a fruit juice that is said to be very healthy.  
45466	Pomegranate	Pomegranate  The pomegranate ("Punica granatum") is a fruit. It has seeds called arils that are covered in an edible red pulp. The pomegranate was first known in Iran and the Himalayas in northern India and has since been spread to many kinds of dry areas with seasonal rain fall. Its Hindi name is "anar".  
45471	Pole	Pole  Pole could mean:  
45473	Punt (boat)	Punt (boat)  A punt is a flat boat with a broad front, designed for use in small rivers or other shallow water. Punting means boating in a punt. The punter pushes a pole against the river bed and this gives the punt a way to move. Punts were originally built as cargo boats or platforms, for shooting at birds and fishing, but in modern times they are mostly used for pleasure trips on the rivers in the university towns of Oxford and Cambridge in England, and are raced at summer regattas on the Thames. Punt poles. Poles for pleasure punts are normally made of spruce, or aluminium. A normal pole is about 12–16 feet (4–5 m) long and weighs about 10 lb (5 kg). In Oxford and Cambridge 16 ft long poles are sometimes used. The bottom of the pole is fitted with a metal "shoe", a rounded lump of metal to protect the end — the shoe is sometimes made in the shape of a swallow tail.  
45477	Horizontal	Horizontal  Horizontal is a direction perpendicular to the vertical. That is, it goes in all directions except up and down. The term comes from the horizon.  
45480	Moat	Moat  A moat is a body of water around a castle or town to keep people out. At first, moats were simple and used only for protection. Later on, moats became more complicated and were used for show. Moats are deep, wide ditches filled with water. They were usually built near sources of water that flowed into the moats, filling them with water. The moats were filled with water for a few reasons. It made enemies swimming across the moat easy targets. It also made it impossible for enemies to dig underneath the castle walls, which was a common method of attack. It also prevented fires from destroying the castle. Origin. The word "moat" comes from the French word "motte", which means hill. Moats were first used in the Medieval period, from 1066 to 1154. Castles were built on the top of high hills. The area at the bottom of the hill was eventually called the moat. Usage. Castle moats were usually between 3 and 30 feet deep, and they were not always filled with water. Not all moats contained water, as a simple dry, wide ditch could prove an obstacle. These were called dry moats. In many stories, moats are filled with alligators or crocodiles. This is a myth. However, moats were sometimes filled with fish or eels for food.  
45485	Filter (internet)	Filter (internet)  A filter is a website feature that removes some kinds of content. This can be to stop the user viewing the unwanted content. It can also be to stop the user posting content the site does not want. Internet filters most often work by stopping certain words being used. Filters to stop other content, such as certain kinds of pictures, can also be used. A filter can be used to only stop a certain kind of user seeing the content, children for example. Where filters are used. Filters are very common in e-mail systems. Online games, usually children's games, sometimes have filters. Wikis have filters, too. In the USA, there is a filter used with TV called the V-chip. Sometimes parents use it when they want to control what their children are allowed to watch. Things filtered. The items that a filter might be used to remove can include:  
45486	Online and offline	Online and offline  "Online" and "offline" are terms used in telecommunications. If a computer or a user is connected to the Internet, it is said to be "online". A website, for example, is online, because it is on the Internet. If something is not online, it is said to be "offline". If a system is offline, it is in a disconnected state. Online can also mean that something is set up correctly and ready to what it is supposed to do. For example:  
45491	Snowman	Snowman  A snowman is a statue of a person made of snow. Snowmen are usually made when people make three balls of snow that are different sizes.(In Japan, snowmen are made by two snowballs) They will stack the balls on top of each other to make a snowman, and stick some things in it to make it look more like a person.  
45493	Sand castle	Sand castle  Sand castles are castles made of sand and water. People have taken making sand castles and turned it into an type of art called sand sculpture. Sand castles are often made on a sandy beach or in a sandpit.  
45496	Utility pole	Utility pole  A utility pole, telegraph pole, telephone pole, power pole, or telegraph post is a post or pole upon which telephone network equipment is situated. Similar poles are often used for electricity cables (with pylons being used for only the higher voltage applications) and frequently a pole will share both power and communications lines. Telegraph poles first became commonplace in the middle 19th century. At first they had only one wire, then in urban areas many. In Canada, the poles are commonly referred to as hydro poles, as the electric companies commonly have "Hydro" in their name. Utility poles are usually wooden, but vary greatly from nation to nation. Other common utility pole materials are steel and concrete, with composites (fibreglass) becoming used more often. In some countries, for example the UK, poles have sets of brackets arranged in a standard pattern up the pole to act as hand and foot holds for those working on the equipment or connections atop the pole.  
45505	Pylon	Pylon  A pylon or transmission tower (also known as an ironman in Australia and a hydro tower in parts of Canada) is a tall structure, usually a steel lattice tower, used to support overhead electricity conductors for electric power transmission.  
45507	High School Musical	High School Musical  High School Musical is a 2006 Disney television movie, starring Zac Efron, Vanessa Anne Hudgens, Ashley Tisdale, Corbin Bleu, Monique Coleman and Lucas Grabeel. Its sequel is "High School Musical 2". The story is set in New Mexico. It is about two high school students, Troy Bolton, who is captain of his school's basketball team, and Gabriella Montez, a shy new student who is good in mathematics and science. Together, they try out for the lead parts in their high school musical. Despite other students' attempts to foil their dreams, Troy and Gabriella persist and inspire others along the way. They also make new friends.  
45508	Redcurrant	Redcurrant  A Redcurrant ("Ribes rubrum") is a type of fruit. It is related to the Blackcurrant. They are in the same genus "Ribes". They can be found growing in the wild in western Europe (France, Belgium, Netherlands, Germany and northern Italy).  
45509	Alex Trebek	Alex Trebek  Alex Trebek (George Alexander Trebek) is a Canadian-American television game show host. He is best known as the host of "Jeopardy!" which he has hosted since 1984. He was born July 22, 1940 in Sudbury, Ontario, Canada. In 2011, he snapped his achilles tendon while trying to stop a robber trying to rob his San Francisco hotel room.  
45511	Clementine	Clementine  A clementine is a type of citrus fruit. It has a bright orange rind. They have a diameter of about 3 to 5 inches. Clementines are easy to peel and have no seeds. They are grown in California, and are usually available from November to January. They were more popular outside the United States than inside, but in 1997, there were not many Florida oranges available because it was very cold. People bought clementines instead, which made them more popular. They are still popular today. Clementines are popular in the winter months. They are usually found in wooden crates in the supermarket. A popular clementine brand is called Cuties. They are named after a French monk, Père Clément Rodier, who lived in North Africa at the beginning of the 20th century. He either found a natural mutation of the mandarin orange, which he grew, or he created a hybrid of the mandarin and the Seville oranges. The fruit, however, may have originated long before in Asia.  
45514	Ugli fruit	Ugli fruit  An ugli is a type of citrus fruit. It is related to the lemon family. It started to grow quickly all across Jamaica over 80 years ago and was quickly discovered by the natives there. It became popularly known, but it did not have a name. The natives on Jamaica named it the Ugli fruit because of its ugly appearance. It was shipped to the United States and South America on cargo ships and after it arrived in the Americas, its popularity only grew. The original fruit is believed to have been a hybrid formed from the Seville orange, the grapefruit, and the tangerine families.  
45559	Duralumin	Duralumin  Duralumin is an alloy made up of 90% aluminum, 4% copper, 0.5–1% magnesium, and less than 1% manganese. It is an extremely hard alloy that is used, for example, in vehicle armour in the defense industry.  
45562	Mango	Mango  A mango is a type of fruit. It is found almost anywhere, but is thought to come from the southern and southeast Asian continent including India, Pakistan, Burma, Sri Lanka and Bangladesh. Pakistan and India share the major export market of mangoes. It is also their "national fruit". Ripe mangoes are very sweet in taste but they are bitterly sour before they ripen. There are varieties of mangoes found in India: Langra, Dussheri, Chausa, Tota, Safadi, Alphonso are types of mangoes which are generally found in various parts of India at different time.  
45564	Shuttlecock	Shuttlecock  A shuttlecock is used in the sport badminton. The shuttlecock center is hit with a badminton racquet over the net, in this fast sport. A shuttlecock is also called a shuttle. Other names for shuttlecock are bird, or birdie, because it can be made with feathers. Materials. Shuttlecocks can be made of many types of materials, including plastic and feathers. It creates a cone shape, and is held together by a round center, usually made of cork or rubber. The cone shape the feathers, or other materials create is called a shuttlecock skirt. In North America and Europe, feather shuttlecocks cost more. In Asia, where the prices of feathers are lower, shuttles made of plastic are rarely used; feather shuttles are used. It is harder to hit a feather shuttlecock fast, because there is more drag. They are also less durable than plastic shuttles. Experienced badminton players usually play with feather shuttlecocks, and in competition, badminton is almost always played with feather shuttles. They feel that feather shuttles give them more control, and better play is needed to hit feather shuttles. In school gyms and amateur/beginner clubs in Europe and North America, plastic shuttlecocks are more often used than feather ones. This is to save feathers, since plastic shuttlecocks do not break easily. Feathers on the feather shuttles bend or break if the player does not hit the cork or rubber center.  
45567	Janne Da Arc	Janne Da Arc  History. Janne Da Arc formed on May 9, 1996. In early time, they put on make-up like X Japan. Its members are vocalist Yasu, guitarist You, bassist Ka-Yu, keyboardist Kiyo and drummer Shuji. The origin of the band name is a character of Japanese comic, ""Devilman"". Fans were called "Darcar" in the days of the early days. Now they are called "Janner". Their song "Gettkouka" was used as the opening music for the cartoon "Black Jack" on television, so this song is famous. Janne Da Arc stopped making music in 2006. Yasu formed a new band, Acid Black Cherry.  
45571	Olive (disambiguation)	Olive (disambiguation)  Olive can mean the things below:  
45573	Olive (fruit)	Olive (fruit)  The olive ("Olea europaea") is the fruit of the olive tree or "oliver". It is an important food crop in Italy, Spain and especially in Greece among other countries around the Mediterranean. It is naturally very bitter, but after a long time in salt, it becomes a tasty and healthy food (though very fatty - it is one of the fattiest cooking oils in use, even more than palm, canola and other vegetable oils). Olive oil is the juice made by crushing olives. In Roman literature, the olive branch is used as a symbol of peace: "extending the olive branch". In Christianity, too, it is seen as a symbol of peace, because according to the Bible, a dove brought an olive branch to Noah to show that the flood was over. Lots of important writers and illustrators use olive branches around text to give it a greater artistic credit (a similar effect is achieved with wheat).  
45585	Killamery	Killamery  Killamery is a village in County Kilkenny, Ireland. It was the site of a monastery which was built in about 632 and has a High Cross.  
45599	Speed limit	Speed limit  A speed limit is a legal limit on how fast a person can make their road vehicle go. Some roads have also have a minimum speed limit, which is how slow a vehicle is allowed to travel. In the United Kingdom, the speed limit in towns is usually 30 miles per hour, and the speed limit on dual carriageways and motorways is usually 70 miles per hour. In France, the speed limit on motorways is usually 130 kilometres per hour, which is approximately 80 miles per hour. Also, in United States, most highways are from 65 to 70 miles per hour, and freeways are from 55 to 80 miles per hour. In Canada, the speed limit is usually about 100 kmh. In Australia the speed limit on freeways is between 100 and 120 kilometres per hour, and in towns and cities between 40 and 60 kph.  
45608	Pure Pwnage	Pure Pwnage  Pure Pwnage is an Internet video series. It is about a man named Jeremy who spends his days playing video games and making fun of other people, or as he calls them, "n00bs". The first season of the show had 12 episodes. The people who make the show are planning to make at least two more seasons and maybe a full length movie. The first season ends with a cliffhanger that leads into the second season. The second season is expected to be put online in 2007. History. The show started when two friends got together and made a short video of the main character talking about video games. Inspired by the cultural phenomenon that online video gaming has become, and the series creators' personal online experiences; the series actually spawned from a project for film school. After they uploaded the video onto the Internet, it got downloaded a few thousand times, so they made "Episode 1: Life of a Pro Gamer". The character 'Jeremy'(Played by Jarett Cale), also known as 'teh_pwnerer', was designed to comically represent, and almost stereotype, online gamers around the world. This concept was based loosely around the idea of a person who had grown up doing nothing but online gaming; whose entire vocabulary and social mannerisms were molded solely by internet interactions. As such, the episode was supposed to be a mockumentary of sorts, as Jeremy is followed and filmed by younger brother 'Kyle'(Geoff Lapaire) (Played depicting "A day in the life of a ProGamer". After this became very popular, they made episodes 2 and 3. When episode 4 was downloaded roughly 3000 times, they decided that they should pursue this full-time. Throughout the series, the characters make use of many expressions in videogame termanology, including "noob", "uber-micro" and of course "pwnage". The series has introduced several other recurring characters, such as: The series has also adopted a dynamic storyline in favour of its original, pseudo-casual style of interviews. Despite the additional casting and switch towards plot driven episodes, the series remains true to its satirical view of current trends in the gaming industry and the greater online community. The series has quickly developed a large fan base, spanning across multiple continents, and only continues in its success as its 2nd season comes to a close.  
45615	Support	Support  Support may mean the following:  
45627	West Africa	West Africa  West Africa or Western Africa is the west part of the Africa. According to the United Nations (UN), West Africa has about seventeen countries:  
45639	Nun	Nun  Nun is a woman who made a special vow (or promise) dedicating herself to a religious life. She is said to "take the veil" as a symbol of her new life. Roman Catholic nuns are the most commonly thought of nuns, but nuns are found in different forms of Christianity as well as non-Christian religions such as Buddhism. A nun is the female version of a monk.  
45642	List of Formula One World Drivers' Champions	List of Formula One World Drivers' Champions  The Formula One World Drivers' Championship (WDC) is the most successful Formula One race car driver of the year. The award is given by the Fédération Internationale de l'Automobile (FIA) to the driver who scores the most points during a season. The WDC was first awarded in 1950, to Giuseppe "Nino" Farina. The first driver to win more than one Championship was Alberto Ascari, in 1952 and 1953. The latest driver awarded the championship is called the "reining" or "defending" champion. As of the end of the 2012 season, the reining champion is Sebastian Vettel. The FIA does not officially award the Championship until the end of the season. Sometimes one driver will be far ahead of the other drivers in points. Even if the leading driver scores no more points, none of the other drivers could pass his point total. When this happens, the driver is said to have "clinched" the Championship. Champions. By season. Active drivers are in bold. By driver. Drivers still active in Formula One are in bold. By constructor. Constructors still active in Formula One are in bold. Records. Youngest Drivers' Champion. Active drivers are in bold. Oldest Drivers' Champion. Active drivers are in bold. Most Drivers' Championships won in a row. Active drivers are in bold.  
